,reviewTimeInHours,asin,average_overall,median_overall
5692,2013-07-22-00,B000EPVXWU,5.0,5.0
5693,2013-07-22-00,B000P5OULA,4.0,4.0
5694,2013-07-22-00,B000X31R2E,4.0,4.0
5695,2013-07-22-00,B001I8ITQA,3.0,3.0
5696,2013-07-22-00,B002ZH9JQC,4.0,4.0
5697,2013-07-22-00,B005A09I7Q,3.0,3.0
5698,2013-07-22-00,B007TGWQZ0,4.0,4.0
5699,2013-07-23-00,B0000AQRSU,5.0,5.0
5700,2013-07-23-00,B0002D02IU,5.0,5.0
5701,2013-07-23-00,B0002E3CHC,5.0,5.0
5702,2013-07-23-00,B000EEHDIE,4.0,4.0
5703,2013-07-23-00,B000EEJJI6,5.0,5.0
5704,2013-07-23-00,B000RW2DUQ,5.0,5.0
5705,2013-07-23-00,B001PGXHX0,5.0,5.0
5706,2013-07-23-00,B001Q8DJO4,5.0,5.0
5707,2013-07-23-00,B003B01QR2,3.0,3.0
5708,2013-07-23-00,B005PNXT6E,5.0,5.0
5709,2013-07-23-00,B008277N80,5.0,5.0
5710,2013-07-24-00,B00378GEAM,4.0,4.0
5711,2013-07-24-00,B007Q28BHE,5.0,5.0
5712,2013-07-25-00,B000068NW5,5.0,5.0
5713,2013-07-25-00,B0002E1O5E,5.0,5.0
5714,2013-07-25-00,B0002M6CVC,5.0,5.0
5715,2013-07-25-00,B000BKY8CU,3.0,3.0
5716,2013-07-25-00,B000EEJAFS,5.0,5.0
5717,2013-07-25-00,B000EXIMFI,3.0,3.0
5718,2013-07-25-00,B003GEBGA0,5.0,5.0
5719,2013-07-25-00,B003VWJ2K8,5.0,5.0
5720,2013-07-26-00,B0002E1NQ4,4.0,4.0
5721,2013-07-26-00,B000WYCS7M,5.0,5.0
5722,2013-07-26-00,B000XXBHA6,5.0,5.0
5723,2013-07-26-00,B0016ZZKJO,5.0,5.0
5724,2013-07-26-00,B0073XCXHA,5.0,5.0
5725,2013-07-26-00,B008IYUF96,4.0,4.0
5726,2013-07-27-00,B003GEBGA0,3.0,3.0
5727,2013-07-28-00,B0002CZW0Y,5.0,5.0
5728,2013-07-28-00,B0002E1G5C,3.0,3.0
5729,2013-07-28-00,B0002E1O2C,5.0,5.0
5730,2013-07-28-00,B0002E1O2M,4.5,4.5
5731,2013-07-28-00,B0002GX5NG,5.0,5.0
5732,2013-07-28-00,B0002GXPRM,5.0,5.0
5733,2013-07-28-00,B0006NDF8A,4.0,4.0
5734,2013-07-28-00,B000978D58,4.0,4.0
5735,2013-07-28-00,B000A6ASSS,5.0,5.0
5736,2013-07-28-00,B000P5NXWM,2.0,2.0
5737,2013-07-28-00,B0013V1BYY,5.0,5.0
5738,2013-07-28-00,B003B01QR2,4.0,4.0
5739,2013-07-28-00,B006X735PQ,4.0,4.0
5740,2013-07-29-00,B0002H0A3S,5.0,5.0
5741,2013-07-29-00,B0006NDF8A,4.0,4.0
5742,2013-07-29-00,B0009RLE5Y,4.0,4.0
5743,2013-07-29-00,B001SC4I16,4.0,4.0
5744,2013-07-29-00,B004ZKY10Q,4.0,4.0
5745,2013-07-29-00,B005MR6IHK,4.0,4.0
5746,2013-07-29-00,B0073XCXHA,5.0,5.0
5747,2013-07-29-00,B008GS9UNQ,5.0,5.0
5748,2013-07-30-00,B0002CZSJO,5.0,5.0
5749,2013-07-30-00,B0002E3DGC,4.0,4.0
5750,2013-07-30-00,B0002F7IIK,5.0,5.0
5751,2013-07-30-00,B000CD3QY2,5.0,5.0
5752,2013-07-30-00,B000EEHMXA,3.0,3.0
5753,2013-07-30-00,B000T517Y4,5.0,5.0
5754,2013-07-30-00,B001MMYVZU,5.0,5.0
5755,2013-07-30-00,B0023BYDHK,4.0,4.0
5756,2013-07-30-00,B002G1UT5C,3.0,3.0
5757,2013-07-30-00,B004VDD4KK,5.0,5.0
5758,2013-07-30-00,B0098DFNY8,5.0,5.0
5759,2013-07-30-00,B00A270KYM,5.0,5.0
5760,2013-07-31-00,B000068O4H,5.0,5.0
5761,2013-07-31-00,B0002M6CW6,5.0,5.0
5762,2013-07-31-00,B000RKL8R2,5.0,5.0
5763,2013-07-31-00,B0027V760M,5.0,5.0
5764,2013-07-31-00,B00378GEAM,4.0,4.0
5765,2013-07-31-00,B007TGWQZ0,3.0,3.0
5766,2013-08-01-00,B0002D0CIK,4.0,4.0
5767,2013-08-01-00,B0002M6B2M,5.0,5.0
5768,2013-08-01-00,B0002OOMU8,4.0,4.0
5769,2013-08-01-00,B000EENH5W,5.0,5.0
5770,2013-08-01-00,B001LNN30E,5.0,5.0
5771,2013-08-01-00,B003DVGVIS,5.0,5.0
5772,2013-08-02-00,B0002CZVWS,5.0,5.0
5773,2013-08-02-00,B0002CZW0Y,5.0,5.0
5774,2013-08-02-00,B0002CZZW4,5.0,5.0
5775,2013-08-02-00,B0002D070I,5.0,5.0
5776,2013-08-02-00,B0002D0CLM,3.0,3.0
5777,2013-08-02-00,B0002E1G5C,5.0,5.0
5778,2013-08-02-00,B0002E1O2C,5.0,5.0
5779,2013-08-02-00,B000978D58,5.0,5.0
5780,2013-08-02-00,B000LQLDM2,5.0,5.0
5781,2013-08-02-00,B001R2LQWQ,5.0,5.0
5782,2013-08-02-00,B002X8Y4SQ,5.0,5.0
5783,2013-08-02-00,B003PC2XQE,5.0,5.0
5784,2013-08-02-00,B003VWJ2K8,5.0,5.0
5785,2013-08-02-00,B004UJO41S,4.0,4.0
5786,2013-08-02-00,B00646MZHK,5.0,5.0
5787,2013-08-02-00,B0087UPSLQ,4.0,4.0
5788,2013-08-03-00,B0002CZST4,5.0,5.0
5789,2013-08-03-00,B0002E1G5C,5.0,5.0
5790,2013-08-03-00,B0002F7K7Y,5.0,5.0
5791,2013-08-03-00,B0007Y3XGW,5.0,5.0
5792,2013-08-03-00,B000CD1R7K,5.0,5.0
5793,2013-08-03-00,B000UJHHLQ,4.0,4.0
5794,2013-08-03-00,B000XPQ1YG,5.0,5.0
5795,2013-08-03-00,B0016ML1C2,5.0,5.0
5796,2013-08-03-00,B00178JDCK,5.0,5.0
5797,2013-08-03-00,B002IJK0H4,5.0,5.0
5798,2013-08-03-00,B003VWKPHC,5.0,5.0
5799,2013-08-03-00,B004FPEF84,3.0,3.0
5800,2013-08-03-00,B005IGFGWI,5.0,5.0
5801,2013-08-04-00,B000978D58,4.0,4.0
5802,2013-08-05-00,B0002CZVXM,4.0,4.0
5803,2013-08-05-00,B0002D0DWK,4.0,4.0
5804,2013-08-05-00,B0002M72JS,4.0,4.0
5805,2013-08-05-00,B0002ZPK0S,3.0,3.0
5806,2013-08-05-00,B0002ZPK5I,3.0,3.0
5807,2013-08-05-00,B000KITQKM,5.0,5.0
5808,2013-08-05-00,B000N5YEDG,5.0,5.0
5809,2013-08-05-00,B000PO30QM,5.0,5.0
5810,2013-08-05-00,B0042EZH6W,4.0,4.0
5811,2013-08-05-00,B004T6M7DE,5.0,5.0
5812,2013-08-05-00,B005CERXFO,5.0,5.0
5813,2013-08-05-00,B008IYUF96,4.0,4.0
5814,2013-08-06-00,B000068O3X,4.0,4.0
5815,2013-08-06-00,B0006NDF8A,3.5,3.5
5816,2013-08-06-00,B0009G1E0K,5.0,5.0
5817,2013-08-06-00,B000KY156E,5.0,5.0
5818,2013-08-06-00,B000SJJCX4,3.0,3.0
5819,2013-08-06-00,B00BL6JDUA,5.0,5.0
5820,2013-08-07-00,B000068NSX,5.0,5.0
5821,2013-08-07-00,B0002D0B4K,3.0,3.0
5822,2013-08-07-00,B0002D0CKI,5.0,5.0
5823,2013-08-07-00,B0002F7K7Y,5.0,5.0
5824,2013-08-07-00,B0009DXEEM,5.0,5.0
5825,2013-08-07-00,B000FIZISQ,2.0,2.0
5826,2013-08-07-00,B000KIRT6A,5.0,5.0
5827,2013-08-07-00,B0016MJ1T2,5.0,5.0
5828,2013-08-07-00,B0025PM6DM,4.0,4.0
5829,2013-08-07-00,B002NG7DEK,5.0,5.0
5830,2013-08-08-00,B0002CZV82,5.0,5.0
5831,2013-08-08-00,B0002CZVHI,5.0,5.0
5832,2013-08-08-00,B0002D0CIK,4.0,4.0
5833,2013-08-08-00,B0002D0KOG,5.0,5.0
5834,2013-08-08-00,B0002DV7ZM,5.0,5.0
5835,2013-08-08-00,B0002E2XCW,5.0,5.0
5836,2013-08-08-00,B0002F4MKC,5.0,5.0
5837,2013-08-08-00,B0002GLDQM,5.0,5.0
5838,2013-08-08-00,B0002GZ052,5.0,5.0
5839,2013-08-08-00,B0002GZLZQ,5.0,5.0
5840,2013-08-08-00,B0002IAJ56,5.0,5.0
5841,2013-08-08-00,B0002M3OVI,5.0,5.0
5842,2013-08-08-00,B000KIRT6A,4.0,4.0
5843,2013-08-08-00,B000L6GD04,5.0,5.0
5844,2013-08-08-00,B000T9PE9E,3.0,3.0
5845,2013-08-08-00,B0010SHU18,5.0,5.0
5846,2013-08-08-00,B0019QJW2G,5.0,5.0
5847,2013-08-08-00,B001QJGYIG,3.0,3.0
5848,2013-08-08-00,B003AYNHGW,5.0,5.0
5849,2013-08-08-00,B003AYPT8G,5.0,5.0
5850,2013-08-08-00,B003VWJ2K8,5.0,5.0
5851,2013-08-09-00,B0002D02IU,5.0,5.0
5852,2013-08-09-00,B0002E1O5E,5.0,5.0
5853,2013-08-09-00,B0002E2XCW,4.0,4.0
5854,2013-08-09-00,B0002H04NE,4.0,4.0
5855,2013-08-09-00,B0002H0H4A,2.0,2.0
5856,2013-08-09-00,B0002Z2CZY,5.0,5.0
5857,2013-08-09-00,B0002Z2D0I,3.5,3.5
5858,2013-08-09-00,B000LPUV8K,5.0,5.0
5859,2013-08-09-00,B000RNB720,2.0,2.0
5860,2013-08-09-00,B002VA464S,2.0,2.0
5861,2013-08-09-00,B005DVF15A,2.0,2.0
5862,2013-08-09-00,B0064RDPVE,4.0,4.0
5863,2013-08-09-00,B00B9060X6,4.0,4.0
5864,2013-08-10-00,B000068NVI,5.0,5.0
5865,2013-08-10-00,B0002CZVXM,5.0,5.0
5866,2013-08-10-00,B0002GXF8Q,4.0,4.0
5867,2013-08-10-00,B000J5UEGQ,5.0,5.0
5868,2013-08-10-00,B000K69V5E,5.0,5.0
5869,2013-08-10-00,B000NE4UN6,3.0,3.0
5870,2013-08-10-00,B000T4PJC6,5.0,5.0
5871,2013-08-10-00,B001MSS6CS,5.0,5.0
5872,2013-08-10-00,B003HGFRO8,5.0,5.0
5873,2013-08-10-00,B0040O49OU,5.0,5.0
5874,2013-08-11-00,B0002D0PB4,5.0,5.0
5875,2013-08-11-00,B0002E1G5C,4.0,4.0
5876,2013-08-11-00,B0002E2S36,5.0,5.0
5877,2013-08-11-00,B0002E37MM,5.0,5.0
5878,2013-08-11-00,B0002GWFEQ,5.0,5.0
5879,2013-08-11-00,B000OY4WDI,3.0,3.0
5880,2013-08-11-00,B001PGXHYO,5.0,5.0
5881,2013-08-11-00,B003NJF1G8,5.0,5.0
5882,2013-08-11-00,B003VWJ2K8,5.0,5.0
5883,2013-08-12-00,B000CCIVCA,5.0,5.0
5884,2013-08-12-00,B000KGYAYQ,5.0,5.0
5885,2013-08-12-00,B000N5YEDG,4.0,4.0
5886,2013-08-12-00,B000NJ2TIE,5.0,5.0
5887,2013-08-12-00,B001D2TPZU,5.0,5.0
5888,2013-08-12-00,B001GWCC4I,5.0,5.0
5889,2013-08-12-00,B00378GEAM,5.0,5.0
5890,2013-08-12-00,B003KQY8DQ,4.0,4.0
5891,2013-08-12-00,B003VWJ2K8,5.0,5.0
5892,2013-08-12-00,B004N0MKN8,4.0,4.0
5893,2013-08-12-00,B004OU2IQG,5.0,5.0
5894,2013-08-12-00,B004TE5HBU,5.0,5.0
5895,2013-08-12-00,B005PGGU9O,5.0,5.0
5896,2013-08-12-00,B008GS3XLQ,5.0,5.0
5897,2013-08-13-00,B000068NSX,4.0,4.0
5898,2013-08-13-00,B000PO30QM,5.0,5.0
5899,2013-08-13-00,B000ULAP4U,5.0,5.0
5900,2013-08-13-00,B0040O49OU,4.0,4.0
5901,2013-08-13-00,B007XH9432,3.0,3.0
5902,2013-08-13-00,B009E3EWPI,5.0,5.0
5903,2013-08-14-00,B0002D0CA8,4.0,4.0
5904,2013-08-14-00,B0002D0CGW,5.0,5.0
5905,2013-08-14-00,B0002D0E8S,4.0,4.0
5906,2013-08-14-00,B0002M6CW6,3.0,3.0
5907,2013-08-14-00,B000CD1R7K,5.0,5.0
5908,2013-08-14-00,B000K6B4E0,5.0,5.0
5909,2013-08-14-00,B000W00X1Y,5.0,5.0
5910,2013-08-14-00,B001GH4H3W,4.0,4.0
5911,2013-08-14-00,B001PGXKC8,5.0,5.0
5912,2013-08-14-00,B0027M30Z6,5.0,5.0
5913,2013-08-14-00,B004MM6RWM,5.0,5.0
5914,2013-08-14-00,B004XNK7AI,5.0,5.0
5915,2013-08-15-00,B0002D0CLC,5.0,5.0
5916,2013-08-15-00,B0002E1G5C,4.0,4.0
5917,2013-08-15-00,B0002E2GMY,5.0,5.0
5918,2013-08-15-00,B0002GMGYA,4.0,4.0
5919,2013-08-15-00,B000KW2YEI,5.0,5.0
5920,2013-08-15-00,B003DVGVIS,5.0,5.0
5921,2013-08-15-00,B003VWJ2K8,5.0,5.0
5922,2013-08-15-00,B004PFWZHM,5.0,5.0
5923,2013-08-15-00,B0050CEEIW,5.0,5.0
5924,2013-08-16-00,B0002D0E8S,5.0,5.0
5925,2013-08-16-00,B000ULAP4U,5.0,5.0
5926,2013-08-16-00,B000WS1QC6,4.0,4.0
5927,2013-08-16-00,B00178JDCK,4.0,4.0
5928,2013-08-16-00,B00178LDW8,5.0,5.0
5929,2013-08-16-00,B002C741BI,5.0,5.0
5930,2013-08-16-00,B0050ALN2E,4.0,4.0
5931,2013-08-16-00,B005FKF1PY,5.0,5.0
5932,2013-08-16-00,B005T800V2,5.0,5.0
5933,2013-08-16-00,B007J49GPK,5.0,5.0
5934,2013-08-17-00,B00005ML71,2.0,2.0
5935,2013-08-17-00,B0002GLDQM,5.0,5.0
5936,2013-08-17-00,B003B01QR2,4.0,4.0
5937,2013-08-17-00,B004FEGXDK,5.0,5.0
5938,2013-08-17-00,B0053CUHMG,5.0,5.0
5939,2013-08-17-00,B005M0CK9M,5.0,5.0
5940,2013-08-18-00,B0002CZVW8,5.0,5.0
5941,2013-08-18-00,B0002GMGYA,1.0,1.0
5942,2013-08-18-00,B0002IAJ56,5.0,5.0
5943,2013-08-18-00,B0002M6CVC,5.0,5.0
5944,2013-08-18-00,B000CDT4VQ,4.0,4.0
5945,2013-08-18-00,B000OY707S,5.0,5.0
5946,2013-08-18-00,B000P5RVRU,5.0,5.0
5947,2013-08-18-00,B001LJUVO4,5.0,5.0
5948,2013-08-18-00,B001RNHE30,5.0,5.0
5949,2013-08-18-00,B002B8EWVW,3.0,3.0
5950,2013-08-18-00,B00378GEAM,4.0,4.0
5951,2013-08-18-00,B005FKF1PY,2.0,2.0
5952,2013-08-18-00,B005M0TKL8,5.0,5.0
5953,2013-08-18-00,B005MR6IHK,5.0,5.0
5954,2013-08-18-00,B0064RFT4A,5.0,5.0
5955,2013-08-18-00,B008GS3XLQ,4.0,4.0
5956,2013-08-18-00,B009ZX8ZJG,4.0,4.0
5957,2013-08-19-00,B0002CZTIO,4.5,4.5
5958,2013-08-19-00,B0002CZUTM,5.0,5.0
5959,2013-08-19-00,B0002D0JZ6,5.0,5.0
5960,2013-08-19-00,B0002E1G5C,5.0,5.0
5961,2013-08-19-00,B0002E1O3G,5.0,5.0
5962,2013-08-19-00,B0002E54FK,5.0,5.0
5963,2013-08-19-00,B0002GLDQM,4.0,4.0
5964,2013-08-19-00,B0002Z2CZY,4.0,4.0
5965,2013-08-19-00,B0007XWUQ2,5.0,5.0
5966,2013-08-19-00,B000EEGAJW,5.0,5.0
5967,2013-08-19-00,B001KXKGBY,5.0,5.0
5968,2013-08-19-00,B001L8KE06,5.0,5.0
5969,2013-08-19-00,B001PGXHX0,5.0,5.0
5970,2013-08-19-00,B001XJBWXG,5.0,5.0
5971,2013-08-19-00,B0037M62JQ,5.0,5.0
5972,2013-08-19-00,B0037M62KA,5.0,5.0
5973,2013-08-19-00,B0037MC786,5.0,5.0
5974,2013-08-19-00,B0037ME50Y,3.0,3.0
5975,2013-08-19-00,B003AYRBWI,5.0,5.0
5976,2013-08-19-00,B004N0MKN8,3.0,3.0
5977,2013-08-19-00,B005CX4GLE,4.0,4.0
5978,2013-08-19-00,B005VLR6XC,4.0,4.0
5979,2013-08-19-00,B00AK7SKL4,4.0,4.0
5980,2013-08-20-00,B0002E1G5C,5.0,5.0
5981,2013-08-20-00,B0002FOBJY,5.0,5.0
5982,2013-08-20-00,B0002H0A3S,5.0,5.0
5983,2013-08-20-00,B0002OOMU8,5.0,5.0
5984,2013-08-20-00,B0002PBS6I,5.0,5.0
5985,2013-08-20-00,B00154OJOI,5.0,5.0
5986,2013-08-20-00,B0023BYDHK,3.0,3.0
5987,2013-08-20-00,B007K3EGXW,5.0,5.0
5988,2013-08-21-00,B0002E2KPC,4.0,4.0
5989,2013-08-21-00,B000RPUMII,5.0,5.0
5990,2013-08-21-00,B001I8ITQA,5.0,5.0
5991,2013-08-21-00,B002C741B8,4.0,4.0
5992,2013-08-21-00,B00E0EXYMS,3.0,3.0
5993,2013-08-22-00,B0002IAJ56,4.0,4.0
5994,2013-08-22-00,B000CCJP4I,4.0,4.0
5995,2013-08-22-00,B000ULAP4U,4.0,4.0
5996,2013-08-22-00,B0018TAITA,5.0,5.0
5997,2013-08-22-00,B002C741BI,3.0,3.0
5998,2013-08-22-00,B00646MZHK,4.0,4.0
5999,2013-08-22-00,B008LMS4MK,3.0,3.0
6000,2013-08-23-00,B0002CZVXM,5.0,5.0
6001,2013-08-23-00,B0002D0E8S,5.0,5.0
6002,2013-08-23-00,B0002H0A3S,5.0,5.0
6003,2013-08-23-00,B0002OS9FC,5.0,5.0
6004,2013-08-23-00,B0007GGUGA,5.0,5.0
6005,2013-08-23-00,B0009G1E0K,5.0,5.0
6006,2013-08-23-00,B0026KEGLQ,5.0,5.0
6007,2013-08-23-00,B004HJ9COU,3.0,3.0
6008,2013-08-23-00,B00646MZHK,4.0,4.0
6009,2013-08-23-00,B00E0EXYMS,3.0,3.0
6010,2013-08-24-00,B0002D0CKI,5.0,5.0
6011,2013-08-24-00,B0002GLDQM,5.0,5.0
6012,2013-08-24-00,B003KQY8DQ,3.0,3.0
6013,2013-08-25-00,B000068NW5,5.0,5.0
6014,2013-08-25-00,B0002D01K4,5.0,5.0
6015,2013-08-25-00,B0002F741Q,5.0,5.0
6016,2013-08-25-00,B0002GXZK4,4.0,4.0
6017,2013-08-25-00,B0002KZEMC,5.0,5.0
6018,2013-08-25-00,B0002PBS68,5.0,5.0
6019,2013-08-25-00,B00063678K,5.0,5.0
6020,2013-08-25-00,B0009G1E0K,3.0,3.0
6021,2013-08-25-00,B000A6ASSS,5.0,5.0
6022,2013-08-25-00,B000ULAP4U,5.0,5.0
6023,2013-08-25-00,B000WF1AMU,5.0,5.0
6024,2013-08-25-00,B0010CZ8GS,4.0,4.0
6025,2013-08-25-00,B0016ML1C2,3.0,3.0
6026,2013-08-25-00,B001J5RYXQ,5.0,5.0
6027,2013-08-25-00,B001OLW0J8,3.0,3.0
6028,2013-08-25-00,B001PGXKC8,5.0,5.0
6029,2013-08-25-00,B002024UDE,4.0,4.0
6030,2013-08-25-00,B0027842S4,5.0,5.0
6031,2013-08-25-00,B002HPMTZU,5.0,5.0
6032,2013-08-25-00,B0038O9NLM,5.0,5.0
6033,2013-08-25-00,B003B01QL8,4.0,4.0
6034,2013-08-25-00,B003VWJ2K8,5.0,5.0
6035,2013-08-25-00,B004HJ58JI,5.0,5.0
6036,2013-08-25-00,B008BTTQI4,5.0,5.0
6037,2013-08-25-00,B00BL6JDUA,5.0,5.0
6038,2013-08-26-00,B0002CZW0Y,5.0,5.0
6039,2013-08-26-00,B000978D58,5.0,5.0
6040,2013-08-26-00,B000EEJE4K,5.0,5.0
6041,2013-08-26-00,B000EEL6J6,5.0,5.0
6042,2013-08-26-00,B000ULAP4U,5.0,5.0
6043,2013-08-26-00,B001L8NGJ2,4.0,4.0
6044,2013-08-26-00,B003LTJ404,4.0,4.0
6045,2013-08-26-00,B003VWJ2K8,5.0,5.0
6046,2013-08-26-00,B005DVF15A,5.0,5.0
6047,2013-08-26-00,B005H2007E,4.0,4.0
6048,2013-08-26-00,B00646MZHK,5.0,5.0
6049,2013-08-26-00,B00AK7SKL4,3.0,3.0
6050,2013-08-27-00,B0002E1J3Q,5.0,5.0
6051,2013-08-27-00,B0013V1BYY,5.0,5.0
6052,2013-08-27-00,B0016ML1C2,5.0,5.0
6053,2013-08-27-00,B003FW0IHA,4.0,4.0
6054,2013-08-27-00,B003VWJ2K8,5.0,5.0
6055,2013-08-27-00,B003VYBNLW,5.0,5.0
6056,2013-08-27-00,B004OU2IQG,5.0,5.0
6057,2013-08-27-00,B005MR6IHK,5.0,5.0
6058,2013-08-27-00,B005ZV5K0O,5.0,5.0
6059,2013-08-28-00,1384719342,5.0,5.0
6060,2013-08-28-00,B0002CZVXM,5.0,5.0
6061,2013-08-28-00,B0002CZW0Y,4.0,4.0
6062,2013-08-28-00,B0002IHFVM,4.0,4.0
6063,2013-08-28-00,B0002M6CVC,5.0,5.0
6064,2013-08-28-00,B0002PBS6S,4.0,4.0
6065,2013-08-28-00,B003HGFRO8,4.0,4.0
6066,2013-08-28-00,B004FPEF84,4.0,4.0
6067,2013-08-28-00,B005H2007E,4.0,4.0
6068,2013-08-28-00,B00CDA0IUC,5.0,5.0
6069,2013-08-29-00,B000068NW5,5.0,5.0
6070,2013-08-29-00,B000VJJQUU,5.0,5.0
6071,2013-08-29-00,B004GYM7IE,4.0,4.0
6072,2013-08-30-00,B0002E1G5C,4.0,4.0
6073,2013-08-30-00,B0002E1H9W,5.0,5.0
6074,2013-08-30-00,B0002E1O5E,5.0,5.0
6075,2013-08-30-00,B0002E2KPC,4.0,4.0
6076,2013-08-30-00,B0002F7IIK,5.0,5.0
6077,2013-08-30-00,B0002GJ6FC,4.0,4.0
6078,2013-08-30-00,B0002GYW4C,4.0,4.0
6079,2013-08-30-00,B0002OOMU8,4.0,4.0
6080,2013-08-30-00,B0002OOMW6,5.0,5.0
6081,2013-08-30-00,B000960KNW,5.0,5.0
6082,2013-08-30-00,B000AC6DVS,5.0,5.0
6083,2013-08-30-00,B000RNB720,5.0,5.0
6084,2013-08-30-00,B001PGXKC8,5.0,5.0
6085,2013-08-30-00,B003U3LUOY,5.0,5.0
6086,2013-08-30-00,B004HJ58JI,5.0,5.0
6087,2013-08-31-00,B0002II6V0,4.0,4.0
6088,2013-08-31-00,B0002KZIVY,3.0,3.0
6089,2013-08-31-00,B0006NDF8A,5.0,5.0
6090,2013-08-31-00,B0008G26JO,5.0,5.0
6091,2013-08-31-00,B000BUGNNM,5.0,5.0
6092,2013-08-31-00,B000RXPN02,4.0,4.0
6093,2013-08-31-00,B002G1UT5C,3.0,3.0
6094,2013-08-31-00,B004XNK7AI,5.0,5.0
6095,2013-08-31-00,B005PNXT6E,5.0,5.0
6096,2013-08-31-00,B008LMS4MK,4.0,4.0
6097,2013-08-31-00,B008O0RKVA,5.0,5.0
6098,2013-09-01-00,B0002CZT0M,4.0,4.0
6099,2013-09-01-00,B0002E1G5C,5.0,5.0
6100,2013-09-01-00,B0009G1E0K,5.0,5.0
6101,2013-09-01-00,B000EELBQ4,5.0,5.0
6102,2013-09-01-00,B000PO30QM,4.0,4.0
6103,2013-09-01-00,B001PGXJGU,5.0,5.0
6104,2013-09-01-00,B004XNK7AI,5.0,5.0
6105,2013-09-02-00,B0002F52EW,4.0,4.0
6106,2013-09-02-00,B0002KZEMC,5.0,5.0
6107,2013-09-02-00,B0006NDF8A,5.0,5.0
6108,2013-09-02-00,B001L8MDMS,5.0,5.0
6109,2013-09-02-00,B00EIMZG46,5.0,5.0
6110,2013-09-03-00,B0002D0CL2,5.0,5.0
6111,2013-09-03-00,B0002D0CQC,5.0,5.0
6112,2013-09-03-00,B0002E1J3Q,3.0,3.0
6113,2013-09-03-00,B0002E1O2M,4.0,4.0
6114,2013-09-03-00,B0002E3CHC,3.0,3.0
6115,2013-09-03-00,B0002GMGYA,2.0,2.0
6116,2013-09-03-00,B0002GW3Y8,5.0,5.0
6117,2013-09-03-00,B0002H0FMO,5.0,5.0
6118,2013-09-03-00,B0006NDF8A,5.0,5.0
6119,2013-09-03-00,B0009G1E0K,5.0,5.0
6120,2013-09-03-00,B00178LDW8,4.0,4.0
6121,2013-09-03-00,B001L8PIFW,2.0,2.0
6122,2013-09-03-00,B004UJO41S,5.0,5.0
6123,2013-09-03-00,B005MR6IHK,5.0,5.0
6124,2013-09-03-00,B005PGGU9O,5.0,5.0
6125,2013-09-03-00,B009MBT68U,5.0,5.0
6126,2013-09-04-00,B0002F7K7Y,5.0,5.0
6127,2013-09-04-00,B0002KZE7C,5.0,5.0
6128,2013-09-04-00,B0002OOMU8,5.0,5.0
6129,2013-09-04-00,B0006ZXFZQ,5.0,5.0
6130,2013-09-04-00,B000EEEYCW,5.0,5.0
6131,2013-09-04-00,B000EEGAJW,5.0,5.0
6132,2013-09-04-00,B000EEK4VM,5.0,5.0
6133,2013-09-04-00,B001PGXHX0,5.0,5.0
6134,2013-09-04-00,B001Q8DJO4,5.0,5.0
6135,2013-09-04-00,B002DYJEMQ,5.0,5.0
6136,2013-09-04-00,B002EWV8IU,5.0,5.0
6137,2013-09-04-00,B002Z9JWZ8,5.0,5.0
6138,2013-09-04-00,B003AJMPW4,5.0,5.0
6139,2013-09-04-00,B003AYNFRS,5.0,5.0
6140,2013-09-04-00,B003GEBGA0,4.0,4.0
6141,2013-09-04-00,B005AGGZ8K,5.0,5.0
6142,2013-09-04-00,B005BSOVRY,5.0,5.0
6143,2013-09-04-00,B007T8CUNG,2.0,2.0
6144,2013-09-05-00,B0002D0CEO,4.0,4.0
6145,2013-09-05-00,B0002GMGYA,5.0,5.0
6146,2013-09-05-00,B000EEL6J6,2.0,2.0
6147,2013-09-05-00,B0033PSGSW,5.0,5.0
6148,2013-09-05-00,B004Z17008,5.0,5.0
6149,2013-09-05-00,B005IVUWDG,4.0,4.0
6150,2013-09-05-00,B008277N80,5.0,5.0
6151,2013-09-05-00,B00E0EXYMS,4.0,4.0
6152,2013-09-06-00,B003S3S0DU,4.0,4.0
6153,2013-09-06-00,B00BU9KCXK,5.0,5.0
6154,2013-09-07-00,B0002CZVXM,5.0,5.0
6155,2013-09-07-00,B0002GXV2Q,4.0,4.0
6156,2013-09-07-00,B0002GZ052,5.0,5.0
6157,2013-09-07-00,B0009G1E0K,5.0,5.0
6158,2013-09-07-00,B000GUR8V8,4.0,4.0
6159,2013-09-07-00,B000RPUMII,5.0,5.0
6160,2013-09-07-00,B0015RIN6U,5.0,5.0
6161,2013-09-07-00,B004J27QXY,5.0,5.0
6162,2013-09-07-00,B004TE5HBU,4.0,4.0
6163,2013-09-07-00,B007K3EGWI,5.0,5.0
6164,2013-09-07-00,B007K3EGXW,5.0,5.0
6165,2013-09-07-00,B007T8OGLK,4.0,4.0
6166,2013-09-08-00,B0002GMGYA,5.0,5.0
6167,2013-09-08-00,B0002IAJ56,5.0,5.0
6168,2013-09-08-00,B0002IHFVM,5.0,5.0
6169,2013-09-08-00,B0009G1E0K,5.0,5.0
6170,2013-09-08-00,B000L6GD04,5.0,5.0
6171,2013-09-08-00,B000PO30QM,4.0,4.0
6172,2013-09-08-00,B000XXBHA6,5.0,5.0
6173,2013-09-08-00,B0010CHS8E,5.0,5.0
6174,2013-09-08-00,B0018TIADQ,5.0,5.0
6175,2013-09-08-00,B001PGXHX0,5.0,5.0
